"","Source_Name","ASSOC_FGL","Signif","PL_Flux_Density","LP_Flux_Density","PLEC_Flux_Density","RA","DEC","GLON","GLAT","ASSOC1","CLASS1","ASSOC2","CLASS2","Flags","FGL3_Source_name","BLR_P_PLEC","BLR_Pred_PLEC","BLR_P_LP","BLR_Pred_LP","RF_P_LP","RF_Pred_LP","PSR_Out","AGN_Out","XGB_P_PLEC","XGB_Pred_PLEC","XGB_P_LP","XGB_Pred_LP","ANN_Pred_LP","ANN_P_LP.1","ANN_P_LP.2","ANN_Pred_PLEC","ANN_P_PLEC.1","ANN_P_PLEC.2"
"4663","2150.7-1750","3FGL J2150.5-1754 ",  9.324,"1.48e-12","1.54e-12","1.54e-12","327.694","-17.8339"," 35.771","-4.7e+01","MRSS 600-040574             ","bcu","                              ","",   0,"2150.5-1754",0.007,"AGN",0.002,"AGN",0.000,"AGN",  4401.923,   3.153,0.0014848446,"AGN",0.953128636,"PSR","AGN",9.881639e-01,1.183618e-02,"AGN",9.898566e-01,1.014339e-02
"4664","2150.8+1118","                  ",  5.336,"3.41e-14","3.64e-14","3.68e-14","327.703"," 11.3149"," 68.103","-3.2e+01","NVSS J215051+111915         ","bll","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.004,"AGN",  8460.380,  -0.714,0.0009124729,"AGN",0.895204127,"PSR","AGN",9.999983e-01,1.659415e-06,"AGN",9.999995e-01,4.799170e-07
"4665","2151.2-4034","                  ",  6.022,"3.69e-14","4.65e-14","4.57e-14","327.819","-40.5707","  1.068","-5.1e+01","                            ","","                              ","",   0,"",0.057,"AGN",0.071,"AGN",0.026,"AGN",   701.457,   8.290,0.0145551069,"AGN",0.996650636,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4666","2151.4+4156","3FGL J2151.6+4154 ", 12.607,"4.59e-14","6.02e-14","5.67e-14","327.860"," 41.9409"," 90.715","-9.4e+00","2MASS J21512330+4156346     ","bll","                              ","",   0,"2151.6+4154",0.010,"AGN",0.088,"AGN",0.044,"AGN",  4052.063,   0.962,0.0030966485,"AGN",0.997820854,"PSR","AGN",9.150884e-01,8.491161e-02,"AGN",9.538060e-01,4.619407e-02
"4667","2151.8-3027","3FGL J2151.8-3025 ", 46.587,"6.69e-11","8.05e-11","7.85e-11","327.966","-30.4600"," 17.082","-5.1e+01","PKS 2149-306                ","fsrq","                              ","",   0,"2151.8-3025",0.175,"PSR",0.052,"AGN",0.112,"AGN",  3402.747,   8.264,0.0490805358,"AGN",0.119957365,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4668","2152.0+4718c","                  ",  8.670,"1.13e-12","1.19e-12","1.17e-12","328.011"," 47.3067"," 94.229","-5.3e+00","                            ","","                              ","",  32,"",0.007,"AGN",0.005,"AGN",0.080,"AGN",  2501.653,   9.770,0.0214324091,"AGN",0.932220519,"PSR","AGN",8.539342e-01,1.460658e-01,"AGN",9.152488e-01,8.475123e-02
"4669","2152.0-1205","                  ",  6.492,"2.06e-14","2.45e-14","2.45e-14","328.023","-12.0919"," 43.589","-4.5e+01","RBS 1791                    ","bll","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.002,"AGN",  2883.238,  -0.128,0.0011006681,"AGN",0.995531917,"PSR","AGN",9.721431e-01,2.785695e-02,"AGN",9.874340e-01,1.256603e-02
"4670","2152.5+1737","3FGL J2152.4+1735 ",  4.198,"1.32e-14","1.58e-14","1.49e-14","328.137"," 17.6173"," 73.695","-2.8e+01","S3 2150+17                  ","bll","                              ","",   0,"2152.4+1735",0.001,"AGN",0.001,"AGN",0.010,"AGN",  8343.659,  -0.695,0.0009124729,"AGN",0.939239919,"PSR","AGN",9.999924e-01,7.582402e-06,"AGN",9.999998e-01,2.140386e-07
"4671","2153.1-0041","3FGL J2152.9-0045 ",  7.867,"3.44e-15","3.51e-15","3.54e-15","328.282"," -0.6927"," 57.037","-4.0e+01","RBS 1792                    ","bll","                              ","",   0,"2152.9-0045",0.001,"AGN",0.000,"AGN",0.000,"AGN",  8858.708,  -0.883,0.0004908323,"AGN",0.796098351,"PSR","AGN",1.000000e+00,6.656304e-09,"AGN",1.000000e+00,1.832389e-09
"4672","2153.8-1137","3FGL J2154.0-1137 ", 17.700,"2.69e-12","3.01e-12","2.95e-12","328.461","-11.6306"," 44.453","-4.6e+01","PMN J2153-1136              ","fsrq","                              ","",   0,"2154.0-1137",0.000,"AGN",0.000,"AGN",0.000,"AGN",  2789.587,  -0.312,0.0007366615,"AGN",0.013112815,"AGN","AGN",8.803099e-01,1.196901e-01,"AGN",9.778816e-01,2.211832e-02
"4673","2155.3+6602","                  ",  5.411,"4.68e-13","5.48e-13","5.18e-13","328.834"," 66.0359","106.325"," 9.0e+00","NVSS J215520+660839         ","bcu","                              ","",   0,"",0.026,"AGN",0.014,"AGN",0.170,"AGN",  1297.404,  28.263,0.1141637713,"AGN",0.931296229,"PSR","AGN",6.697573e-01,3.302426e-01,"AGN",8.738727e-01,1.261273e-01
"4674","2156.0+1818","3FGL J2156.0+1818 ", 15.460,"2.19e-14","2.46e-14","2.38e-14","329.013"," 18.3090"," 74.914","-2.8e+01","RX J2156.0+1818             ","bll","                              ","",   0,"2156.0+1818",0.001,"AGN",0.000,"AGN",0.000,"AGN", 10795.728,  -0.785,0.0010891899,"AGN",0.913489819,"PSR","AGN",9.996980e-01,3.019710e-04,"AGN",9.999642e-01,3.571478e-05
"4675","2156.0-6942","                  ",  6.295,"4.71e-12","7.87e-12","7.56e-12","329.025","-69.7067","321.366","-4.1e+01","PKS 2153-69                 ","rdg","                              ","",  16,"",0.101,"PSR",0.274,"PSR",0.006,"AGN",  1760.461, 133.325,0.0226471890,"AGN",0.953128636,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4676","2156.3-0036","                  ", 14.025,"3.54e-13","3.54e-13","3.60e-13","329.080"," -0.6039"," 57.742","-4.0e+01","PKS B2153-008               ","fsrq","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  6114.163,  -0.707,0.0010556842,"AGN",0.100676648,"AGN","AGN",1.000000e+00,1.651798e-10,"AGN",9.999999e-01,9.722180e-08
"4677","2156.9-0854","3FGL J2156.9-0855 ",  8.375,"5.31e-14","6.42e-14","6.37e-14","329.233"," -8.9052"," 48.376","-4.5e+01","NVSS J215650-085535         ","bll","                              ","",   0,"2156.9-0855",0.004,"AGN",0.006,"AGN",0.002,"AGN",  2202.453,   0.015,0.0013993137,"AGN",0.998016119,"PSR","AGN",9.821416e-01,1.785837e-02,"AGN",9.917136e-01,8.286386e-03
"4678","2157.5+3127","3FGL J2157.5+3126 ", 59.582,"1.14e-11","1.31e-11","1.26e-11","329.386"," 31.4552"," 84.764","-1.8e+01","B2 2155+31                  ","fsrq","                              ","",   0,"2157.5+3126",0.012,"AGN",0.052,"AGN",0.040,"AGN",  6227.735,   2.876,0.0028215647,"AGN",0.009836811,"AGN","AGN",7.116444e-01,2.883556e-01,"AGN",9.877044e-01,1.229561e-02
"4679","2158.1-1501","3FGL J2158.0-1501 ", 24.784,"1.68e-12","1.86e-12","1.76e-12","329.527","-15.0237"," 40.634","-4.8e+01","PKS 2155-152                ","fsrq","                              ","",   0,"2158.0-1501",0.002,"AGN",0.002,"AGN",0.000,"AGN",  6857.003,  -0.101,0.0024896588,"AGN",0.879152894,"PSR","AGN",9.126074e-01,8.739259e-02,"AGN",9.870766e-01,1.292349e-02
"4680","2158.8-3013","3FGL J2158.8-3013 ",198.639,"1.32e-11","1.38e-11","1.34e-11","329.714","-30.2251"," 17.731","-5.2e+01","PKS 2155-304                ","bll","                              ","",   0,"2158.8-3013",0.025,"AGN",0.010,"AGN",0.060,"AGN", 10775.122,   9.017,0.0011624974,"AGN",0.073523186,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4681","2159.1-2840","3FGL J2159.2-2841 ", 12.730,"2.44e-14","3.01e-14","2.91e-14","329.785","-28.6826"," 20.239","-5.2e+01","LEDA 3218689                ","bcu","                              ","",   0,"2159.2-2841",0.001,"AGN",0.006,"AGN",0.000,"AGN",  4838.529,  -0.366,0.0008072255,"AGN",0.963585258,"PSR","AGN",9.920325e-01,7.967442e-03,"AGN",9.973038e-01,2.696154e-03
"4682","2159.6-4620","                  ", 10.729,"6.47e-15","7.18e-15","6.99e-15","329.912","-46.3338","351.628","-5.1e+01","                            ","","                              ","",   4,"",0.001,"AGN",0.000,"AGN",0.002,"AGN",  6685.091,  -0.854,0.0004908323,"AGN",0.837152600,"PSR","AGN",9.999996e-01,3.531917e-07,"AGN",1.000000e+00,1.778990e-08
"4683","2159.8-4751","                  ",  7.521,"9.06e-13","8.84e-13","8.92e-13","329.962","-47.8518","349.285","-5.1e+01","PMN J2200-4751              ","bcu","                              ","", 256,"",0.000,"AGN",0.000,"AGN",0.004,"AGN",  1609.666,  -0.247,0.0003883239,"AGN",0.009331425,"AGN","AGN",1.000000e+00,1.649803e-08,"AGN",1.000000e+00,7.186014e-09
"4684","2200.1+2138","3FGL J2200.2+2139 ",  9.611,"3.10e-14","3.75e-14","3.67e-14","330.031"," 21.6382"," 78.253","-2.6e+01","TXS 2157+213                ","bll","                              ","",   0,"2200.2+2139",0.004,"AGN",0.006,"AGN",0.006,"AGN",  3297.647,   0.000,0.0020701520,"AGN",0.990548432,"PSR","AGN",9.907685e-01,9.231508e-03,"AGN",9.932354e-01,6.764555e-03
"4685","2200.3+1029","3FGL J2159.8+1025 ",  7.690,"4.31e-13","4.35e-13","4.43e-13","330.089"," 10.4956"," 69.275","-3.4e+01","TXS 2157+102                ","bll","                              ","",   0,"2159.8+1025",0.002,"AGN",0.002,"AGN",0.028,"AGN",  5335.686,   2.002,0.0006609881,"AGN",0.928207338,"PSR","AGN",9.999868e-01,1.324405e-05,"AGN",9.996866e-01,3.133971e-04
"4686","2200.7-2414","3FGL J2200.9-2412 ",  9.809,"1.59e-13","1.72e-13","1.73e-13","330.181","-24.2421"," 27.410","-5.2e+01","NVSS J220036-241428         ","bcu","                              ","",   0,"2200.9-2412",0.002,"AGN",0.001,"AGN",0.000,"AGN",  6047.553,  -0.778,0.0016077483,"AGN",0.826750636,"PSR","AGN",9.999858e-01,1.417419e-05,"AGN",9.999968e-01,3.241296e-06
"4687","2201.0-6928","3FGL J2200.0-6930 ", 12.137,"1.21e-13","1.69e-13","1.62e-13","330.257","-69.4739","321.277","-4.1e+01","                            ","","                              ","",   0,"2200.0-6930",0.057,"AGN",0.248,"PSR",0.556,"AGN",    64.383, 457.925,0.4598189592,"AGN",0.989530444,"PSR","AGN",6.405897e-01,3.594103e-01,"AGN",8.055145e-01,1.944855e-01
"4688","2201.5-8339","3FGL J2202.4-8339 ", 36.634,"5.73e-12","6.57e-12","6.39e-12","330.379","-83.6631","307.959","-3.2e+01","PKS 2155-83                 ","fsrq","                              ","",   0,"2202.4-8339",0.004,"AGN",0.004,"AGN",0.060,"AGN",  3659.547,   3.202,0.0025973569,"AGN",0.009104560,"AGN","PSR",2.849207e-01,7.150793e-01,"AGN",8.799934e-01,1.200066e-01
"4689","2201.8+5048","3FGL J2201.7+5047 ", 58.780,"3.66e-11","4.23e-11","4.10e-11","330.453"," 50.8053"," 97.655","-3.5e+00","NRAO 676                    ","fsrq","                              ","",   0,"2201.7+5047",0.175,"PSR",0.052,"AGN",0.000,"AGN",  3499.861,   7.821,0.0065325308,"AGN",0.078453116,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4690","2202.7+4216","3FGL J2202.7+4217 ",166.769,"4.51e-11","4.87e-11","4.69e-11","330.695"," 42.2821"," 92.601","-1.0e+01","BL Lac                      ","BLL","                              ","",   0,"2202.7+4217",0.074,"AGN",0.043,"AGN",0.016,"AGN", 14787.689,   4.011,0.0042053601,"AGN",0.024013601,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4691","2202.7-5637","                  ",  5.571,"4.66e-15","4.97e-15","4.99e-15","330.699","-56.6318","336.451","-4.8e+01","MS 2159.5-5649              ","bll","                              ","",   0,"",0.004,"AGN",0.004,"AGN",0.000,"AGN",  7190.411,  -0.322,0.0006490669,"AGN",0.964606762,"PSR","AGN",9.999844e-01,1.555974e-05,"AGN",9.999913e-01,8.745812e-06
"4692","2203.4+1725","3FGL J2203.4+1725 ", 63.226,"1.60e-11","1.71e-11","1.65e-11","330.872"," 17.4318"," 75.681","-3.0e+01","PKS 2201+171                ","fsrq","                              ","",   0,"2203.4+1725",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7552.832,   0.460,0.0006164746,"AGN",0.008493648,"AGN","AGN",7.247662e-01,2.752338e-01,"AGN",9.918664e-01,8.133628e-03
"4693","2203.6+6751","                  ",  4.116,"2.64e-13","3.11e-13","3.09e-13","330.909"," 67.8529","108.107"," 1.0e+01","LQAC 330+067                ","bcu","                              ","",   8,"",0.036,"AGN",0.052,"AGN",0.146,"AGN",   980.967,  17.847,0.0141442595,"AGN",0.760563254,"PSR","AGN",8.688774e-01,1.311226e-01,"AGN",9.775569e-01,2.244311e-02
"4694","2204.3+0438","3FGL J2204.4+0439 ", 11.239,"5.09e-13","6.98e-13","6.84e-13","331.083","  4.6401"," 64.683","-3.9e+01","4C +04.77                   ","bll","                              ","",   0,"2204.4+0439",0.040,"AGN",0.080,"AGN",0.028,"AGN",  1835.382,   3.360,0.0047223750,"AGN",0.455086321,"AGN","AGN",9.978758e-01,2.124233e-03,"AGN",9.998031e-01,1.968673e-04
"4695","2204.5+3634","                  ",  5.124,"2.69e-14","2.54e-14","2.55e-14","331.142"," 36.5688"," 89.305","-1.5e+01","MG3 J220423+3632            ","bll","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.002,"AGN",  6735.619,  -0.367,0.0010832590,"AGN",0.274164855,"AGN","AGN",9.997347e-01,2.652397e-04,"AGN",9.998854e-01,1.145900e-04
"4696","2205.5+6016","                  ",  4.177,"6.64e-14","7.86e-14","8.47e-14","331.398"," 60.2694","103.720"," 3.7e+00","PSR J2205+6012              ","PSR","                              ","",   8,"",0.144,"PSR",0.020,"AGN",0.840,"PSR",   127.372, 303.408,0.8538867235,"PSR",0.997018814,"PSR","AGN",9.476923e-01,5.230777e-02,"AGN",9.670886e-01,3.291136e-02
"4697","2205.8-8254","                  ",  4.289,"2.39e-12","2.61e-12","2.57e-12","331.451","-82.9071","308.479","-3.2e+01","                            ","","                              ","",  18,"",0.007,"AGN",0.005,"AGN",0.154,"AGN",  1533.221,  79.606,0.2784342766,"AGN",0.461355239,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4698","2206.8-0032","3FGL J2206.9-0031 ", 20.309,"6.94e-13","7.59e-13","7.45e-13","331.709"," -0.5461"," 59.902","-4.2e+01","PMN J2206-0031              ","bll","                              ","",   0,"2206.9-0031",0.001,"AGN",0.001,"AGN",0.008,"AGN",  2229.454,  -0.321,0.0007076440,"AGN",0.147913784,"AGN","AGN",9.991809e-01,8.191261e-04,"AGN",9.996113e-01,3.886526e-04
"4699","2207.1+4316","                  ", 10.183,"2.27e-14","2.87e-14","2.76e-14","331.788"," 43.2677"," 93.854","-1.0e+01","87GB 220504.7+430144        ","bcu","                              ","",   0,"",0.002,"AGN",0.020,"AGN",0.026,"AGN",  4159.611,   0.175,0.0029524234,"AGN",0.804000676,"PSR","AGN",9.951108e-01,4.889186e-03,"AGN",9.974173e-01,2.582648e-03
"4700","2207.1+2222","                  ",  4.779,"3.83e-15","3.89e-15","3.97e-15","331.791"," 22.3742"," 80.160","-2.7e+01","                            ","","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.006,"AGN",  7817.849,  -0.761,0.0004774195,"AGN",0.762982428,"PSR","AGN",1.000000e+00,3.405468e-10,"AGN",1.000000e+00,1.751108e-09
"4701","2207.5-5346","3FGL J2207.8-5345 ", 21.864,"1.60e-12","1.70e-12","1.65e-12","331.892","-53.7719","339.919","-5.0e+01","PKS 2204-54                 ","fsrq","                              ","",   0,"2207.8-5345",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1727.097,  -0.392,0.0004288341,"AGN",0.039330702,"AGN","AGN",9.990903e-01,9.096338e-04,"AGN",9.998147e-01,1.852936e-04
"4702","2207.6+0053","                  ",  4.701,"6.88e-14","7.30e-14","7.24e-14","331.914","  0.8907"," 61.596","-4.2e+01","NVSS J220735+005717         ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  5512.013,  -0.589,0.0004615616,"AGN",0.767691791,"PSR","AGN",1.000000e+00,5.869936e-08,"AGN",1.000000e+00,9.882810e-10
"4703","2208.1+4058","                  ",  7.692,"1.56e-12","2.57e-12","2.55e-12","332.040"," 40.9744"," 92.618","-1.2e+01","PSR J2208+4056              ","PSR","                              ","",   0,"",0.027,"AGN",0.074,"AGN",0.876,"PSR",   125.831,1102.600,0.9060346484,"PSR",0.152784050,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4704","2208.2+0350","                  ",  4.244,"2.60e-14","3.55e-14","3.21e-14","332.060","  3.8348"," 64.713","-4.0e+01","SDSS J220812.70+035304.6    ","bll","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.016,"AGN",  6063.798,   1.112,0.0012298204,"AGN",0.996068954,"PSR","AGN",6.733910e-01,3.266090e-01,"AGN",9.248610e-01,7.513895e-02
"4705","2208.4+6443e","3FGL J2206.5+6451 ", 21.847,"5.40e-12","6.65e-12","6.43e-12","332.113"," 64.7240","106.619"," 7.1e+00","                            ","","                              ","",   0,"2206.5+6451",0.966,"PSR",0.510,"PSR",0.880,"PSR",     2.280, 738.593,0.9966004491,"PSR",0.943610728,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4706","2209.2+3710","3FGL J2209.0+3652 ",  6.766,"5.01e-12","6.74e-12","6.36e-12","332.305"," 37.1791"," 90.455","-1.5e+01","                            ","","                              ","",   1,"2209.0+3652",0.101,"PSR",0.081,"AGN",0.348,"AGN",   467.353,  54.838,0.0095279291,"AGN",0.725078821,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4707","2209.4+4329","                  ",  7.520,"3.53e-13","3.37e-13","3.50e-13","332.351"," 43.4858"," 94.321","-1.0e+01","B3 2207+432                 ","bcu","                              ","",  16,"",0.001,"AGN",0.000,"AGN",0.012,"AGN",  3397.282,  -0.128,0.0015081716,"AGN",0.088047460,"AGN","AGN",9.999827e-01,1.732728e-05,"AGN",1.000000e+00,4.417646e-08
"4708","2209.7-0451","3FGL J2209.8-0450 ", 10.881,"2.12e-14","2.01e-14","2.09e-14","332.438"," -4.8597"," 55.650","-4.6e+01","NVSS J220941-045111         ","bll","                              ","",   0,"2209.8-0450",0.004,"AGN",0.002,"AGN",0.004,"AGN",  5678.401,  -0.535,0.0005547820,"AGN",0.304154217,"AGN","AGN",9.999716e-01,2.836621e-05,"AGN",9.999994e-01,6.002310e-07
"4709","2209.8-5028","                  ",  5.559,"7.39e-13","7.43e-13","7.58e-13","332.474","-50.4702","344.478","-5.2e+01","PMN J2210-5030              ","bcu","                              ","",   1,"",0.001,"AGN",0.001,"AGN",0.002,"AGN",  2113.283,  -0.028,0.0004831897,"AGN",0.355161220,"AGN","AGN",9.999999e-01,1.051696e-07,"AGN",9.999983e-01,1.633202e-06
"4710","2210.2+1624","                  ",  4.540,"1.49e-13","1.67e-13","1.66e-13","332.574"," 16.4033"," 76.256","-3.2e+01","                            ","","                              ","",   0,"",0.001,"AGN",0.002,"AGN",0.018,"AGN",  4151.958,   0.989,0.0010405618,"AGN",0.874642789,"PSR","AGN",9.998271e-01,1.729778e-04,"AGN",9.999781e-01,2.193658e-05
"4711","2210.8+3203","                  ",  4.351,"2.55e-16","3.31e-16","2.80e-16","332.724"," 32.0533"," 87.497","-2.0e+01","1RXS J221058.3+320327       ","bcu","                              ","",   0,"",0.004,"AGN",0.004,"AGN",0.012,"AGN",  5407.263,  -0.109,0.0006291125,"AGN",0.964178979,"PSR","AGN",9.998692e-01,1.307639e-04,"AGN",9.999977e-01,2.210914e-06
"4712","2211.0-0003","                  ",  7.118,"8.45e-15","1.13e-14","1.05e-14","332.763"," -0.0635"," 61.302","-4.3e+01","SDSS J221108.63-000323.1    ","bll","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.000,"AGN",  3384.034,  -0.596,0.0007703850,"AGN",0.997390926,"PSR","AGN",9.998110e-01,1.890311e-04,"AGN",9.999800e-01,2.004000e-05
"4713","2211.2-1325","                  ",  8.340,"2.95e-12","2.77e-12","2.89e-12","332.817","-13.4189"," 44.932","-5.0e+01","PKS 2208-137                ","bcu","                              ","",   4,"",0.002,"AGN",0.001,"AGN",0.002,"AGN",  2006.465,   0.342,0.0004665289,"AGN",0.035775471,"AGN","AGN",9.999588e-01,4.120332e-05,"AGN",9.999827e-01,1.724229e-05
"4714","2211.4-7040","3FGL J2212.3-7039 ",  7.256,"6.86e-14","5.86e-14","6.58e-14","332.856","-70.6795","319.296","-4.1e+01","PMN J2211-7039              ","bcu","                              ","",   0,"2212.3-7039",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4173.457,  -0.568,0.0005037544,"AGN",0.274164855,"AGN","AGN",9.980349e-01,1.965155e-03,"AGN",9.999579e-01,4.210885e-05
"4715","2212.0+2356","3FGL J2212.0+2355 ", 26.565,"1.37e-12","1.55e-12","1.46e-12","333.019"," 23.9334"," 82.243","-2.6e+01","PKS 2209+236                ","fsrq","                              ","",   0,"2212.0+2355",0.026,"AGN",0.022,"AGN",0.040,"AGN", 20595.632,   5.444,0.0113977427,"AGN",0.945927382,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",5.767382e-01,4.232618e-01
"4716","2212.2-7251","                  ",  5.213,"4.03e-13","3.73e-13","4.08e-13","333.063","-72.8521","317.108","-4.0e+01","PMN J2211-7249              ","bcu","                              ","",   0,"",0.002,"AGN",0.005,"AGN",0.006,"AGN",  1827.841,   2.205,0.0007328262,"AGN",0.219135344,"AGN","AGN",9.969413e-01,3.058690e-03,"AGN",9.999965e-01,3.409051e-06
"4717","2212.4+0708","3FGL J2212.5+0703 ", 14.085,"3.52e-13","5.54e-13","5.55e-13","333.108","  7.1428"," 68.786","-3.8e+01","                            ","","                              ","",   0,"2212.5+0703",0.818,"PSR",0.934,"PSR",0.848,"PSR",     7.109, 761.094,0.9920468330,"PSR",0.989305139,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4718","2212.6+2800","3FGL J2212.6+2801 ", 13.792,"1.21e-13","1.40e-13","1.33e-13","333.169"," 28.0085"," 85.163","-2.3e+01","MG3 J221240+2759            ","bll","                              ","",   0,"2212.6+2801",0.007,"AGN",0.005,"AGN",0.004,"AGN", 13110.697,   0.153,0.0011245143,"AGN",0.994730949,"PSR","AGN",9.576203e-01,4.237979e-02,"AGN",9.907657e-01,9.234360e-03
